_id,name,bID,address,tel,category,mainMn,price,menu,opngTm,rating,rvwCnt,img,tags
359,이웃집라자냐,,서울시 성북구 하월곡동 70-128,02-3292-1074,이탈리안,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:00 - 21:00,3.7,6,https://mp-seoul-image-production-s3.mangoplate.com/391175/207021_1578668018190_15127,"라자냐, 의자, 레몬, 페스토, 바실"
360,자이온보트,,서울시 마포구 서교동 396-24,070-8953-6473,세계음식 기타,Jerk Chicken,19500,"Jerk Chicken:19,500원//Natty Cheese Potato:13,500원//Jerk Chicken Burger:8,000원/",월-토: 17:30 - 24:00 일: 15:00 - 19:00,4.2,111,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/528080_1460867320135678.jpg,"치킨, 주크, 스파이시, 자메이칸, 저크"
361,테이블담소,,서울시 성북구 동선동2가 135-23,02-929-1582,칵테일 / 와인,김치 새우 볶음밥,"6,000원","김치 새우 볶음밥:6,000원//싱가폴식 볶음밥:7,000원//매콤  해물 볶음 우동:7,500원//수제 볶음김치 치즈롤 돈까스:7,500원//수제 고구마 볶음김치 치즈롤 돈까스:8,000원//",업데이트 준비중입니다.,3.7,8,https://mp-seoul-image-production-s3.mangoplate.com/320501/633545_1529921614975_5135,"칵테일, 몹, 피나, 맥주, 커틀릿"
362,이요이요스시,,서울시 마포구 도화동 169-1 베스트웨스턴 가든호텔 B1,010-5900-5679,정통 일식 / 일반 일식,Lunch 스시,45000,"런치:45,000원//디너:75,000원/",12:00 - 22:00,4.3,16,https://mp-seoul-image-production-s3.mangoplate.com/192291/429931_1453525109199_28218,"아이들, 오마카세, 호텔, 가든, 배려"
363,아리가또,,서울시 성동구 행당동 168-78,"
카페 / 디저트
",업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,3.9,42,https://mp-seoul-image-production-s3.mangoplate.com/1218086_1546360432459313.jpg,"카페, 출구, 라떼, 초콜릿, 공부"
364,치카미치,,서울시 성동구 성수동1가 8-17,070-7543-4125,정통 일식 / 일반 일식,밀푀유카츠,"10,000원","밀푀유카츠:10,000원//바질소바:11,000원//오므라이스:8,000원//사케동:12,000원//돈테키:11,000원//",11:30 - 23:00,3.7,6,https://mp-seoul-image-production-s3.mangoplate.com/1572468_1598177661327015.jpg,"오마이스, 일본어, 스프레딩, 소바,돈카쓰"
365,한상차림밥상,,서울시 성북구 안암동3가 9 1F,010-9073-4141,한정식 / 백반 / 정통 한식,돌솥보쌈정식,"10,000원","돌솥보쌈정식:10,000원//한방갈비찜돌솥정식:12,000원//상전보쌈정식:9,000원//한방갈비찜정식:11,000원//보쌈(대):40,000원//",11:00 - 22:00,4,18,https://mp-seoul-image-production-s3.mangoplate.com/1515134_1591333539343442.jpg,"보쌈, 스톤, 디셰스천, 포트"
366,켄,,서울시 강남구 신사동 631-28 2F,02-511-7809,정통 일식 / 일반 일식,오마카세코스,180000,"오마카세코스:180,000원/",18:00 - 24:00,4.6,16,https://mp-seoul-image-production-s3.mangoplate.com/321594/449685_1573741132804_47764,"고려리켄, 건, 팀, 도산, 팬"
367,현우동,,서울시 강남구 논현동 11-1,02-515-3622,라멘 / 소바 / 우동,멘타이코앙카케 다마고토지 우동,"13,000원","멘타이코앙카케 다마고토지 우동:13,000원//덴뿌라붓카케 우동:12,000원//카케 우동:8,000원//키츠네 우동:9,000원//다마고토지 우동:10,008원//",월요일 11:30 - 15:00,4.4,17,https://mp-seoul-image-production-s3.mangoplate.com/1647337_1597895697380648.jpg,"우동현우 우동, 동, 누들"
368,오레노카츠,,서울시 성동구 성수동1가 16-8 102호,02-499-0323,까스 요리,스고이세트,"14,000원","스고이세트:14,000원//수제 체다크림치즈돈카츠:9,500원//오이시이세트:11,000원//수제 매콤돈카츠:9,500원//수제 카레돈카츠:9,500원//",11:30 - 22:00,4.1,8,https://mp-seoul-image-production-s3.mangoplate.com/1593527_1598865106606475.jpg,"동카쓰, 로드, 체다, 포레스트,웬트"
369,춘향미엔 ,,서울시 성동구 행당동 299-1,02-2281-9031,딤섬 / 만두,온면 / 매운 온면,"7,000원","온면 / 매운 온면:7,000원//비빔면 / 매운 비빔면:6,000원//냉면 / 매운 냉면:6,000원//차돌한접시:5,000원//고기만두/부추만두:7,000원//",4:00,4.5,57,https://mp-seoul-image-production-s3.mangoplate.com/1572468_1598153257385777.jpg,"반, 누들, 덤플링, 비빔, 차돌"
370,갓포아키,,서울시 강남구 청담동 83-1,02-540-8660,이자카야 / 오뎅 / 꼬치,요세나베,43000,"요세나베:43,000원//규스테이크(150g):39,000원//스시12종 (12p):35,000원//제철 생선회 (2인):59,000원//우니동:35,000원/",18:00 - 01:00,4.4,43,https://mp-seoul-image-production-s3.mangoplate.com/187381_1426740519985,"가트포아키, 청담, 포아키, 밀스, 코르크"
371,우리밀국시,,서울시 성북구 성북동 124-11,02-745-3764,국수 / 면 요리,감자전,12000,"감자전:12,000원//생선전 (소):15,000원//수육:30,000원/",09:30 - 21:00,3.4,14,https://mp-seoul-image-production-s3.mangoplate.com/33200_1496050129346071.jpg,"설릉탕, 시, 김치, 청결, 누들"
372,프릳츠커피컴퍼니,,서울시 마포구 도화동 179-9,02-3275-2045,카페 / 디저트,생크림 팥빵,2800,"생크림 팥빵:2,800원//레몬 혼당:3,200원//사장님 스페셜:3,800원//우유식빵:4,300원//아메리카노:4,400원/","


생크림 팥빵
2,800원


레몬 혼당
3,200원


사장님 스페셜
3,800원


우유식빵
4,300원


아메리카노
4,400원


",4.2,305,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/292438_1475041657861124.jpg,"커피, 빵, 카페, 맛있고, 라떼"
373,진만두,,서울시 마포구 서교동 327-22,02-338-1117,딤섬 / 만두,따 빠오즈 소 (3개),10000,"따 빠오즈 소 (3개):10,000원//꾸어티얼:7,000원//쯩겨:7,000원//동파육 (한정소량):26,000원//오향진장육:18,000원/",12:00 - 22:00 ,4.6,241,https://mp-seoul-image-production-s3.mangoplate.com/584169_1547304796085797.jpg,"만두, 제갈, 진만두, 만두, 잎"
374,조명창고,,서울시 성동구 행당동 12-8 2F,02-2299-5606,칵테일 / 와인,갈릭새우크림파스타,"11,000원","갈릭새우크림파스타:11,000원//매콤크림파스타:12,000원//리코타샐러드:9,500원//버섯샐러드:8,000원//상하이파스타:16,000원//",매일 12:00 - 23:00,3.9,12,https://mp-seoul-image-production-s3.mangoplate.com/325494/798670_1497268151854_17508,"조명, 한양, 와인, 음료, 창고"
375,파이리퍼블릭,,서울시 마포구 동교동 147-48 B1,02-6083-1967,다국적 퓨전,고기 파이,"9,000원","고기 파이:9,000원//맥주:6,000원//음료수:4,000원//치즈케이크:7,000원//Peeppermint Crisp Tart:6,000원//",12:00 - 22:00,4.4,25,https://mp-seoul-image-production-s3.mangoplate.com/387978/965277_1599065494935_31915,"공화국, 파이, 이태원,브리,브리"
376,컨플릭트 스토어 (휴업중),,서울시 강남구 신사동 551-24,02-517-0122,카페 / 디저트,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,4.3,38,https://mp-seoul-image-production-s3.mangoplate.com/667882_1541166736829482.jpg,"커피, 땅콩, 콩, 카페, 버터"
377,제이에스가든,,서울시 강남구 논현동 92,02-3446-5288,정통 중식 / 일반 중식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:30 - 22:00,4.3,28,https://mp-seoul-image-production-s3.mangoplate.com/10120_1417575823196,"베이징, JS, 중국, 덕, 가든"
378,옥수역5번출구3번째포장마차,,서울시 성동구 옥수동 367-6,"
기타 한식
",업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,4,21,https://mp-seoul-image-production-s3.mangoplate.com/390628/1100616_1579799627709_22043,"오징어, 스톨, 떡볶이, 튀김, 튀김"
379,제이네살롱,,서울시 마포구 합정동 437-11,02-6213-2053,퓨전 양식,토마토 커리와 야채튀김,"8,000원","토마토 커리와 야채튀김:8,000원//타코라이스:8,000원//스파이시 치킨라이스:8,000원//두부샐러드:6,000원//",12:00 - 21:00,4.2,23,https://mp-seoul-image-production-s3.mangoplate.com/196494/710068_1505613756678_63893,"닭, 망원경, 커리, 쌀, 매운맛"
380,스쿠로,,서울시 강남구 신사동 544-21 1F,02-511-1731,칵테일 / 와인,볼로네제,"24,000원","볼로네제:24,000원//타야린:36,000원//버섯 토르텔로니:32,000원//비스크 토르텔리니:26,000원//소고기 카르파치오:변동//",수-토: 18:00 - 02:00 일-화: 18:00 - 24:00,4.5,50,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/4741_1478931017812617.jpg,"와인, 이탈리아, 파스타, 스쿠로, 음식"
381,이태리총각,,서울시 성북구 삼선동5가 398,02-6405-8893,이탈리안,깔죠네 리코타치즈 샐러드,"16,000원","깔죠네 리코타치즈 샐러드:16,000원//마르게리따:16,000원//",화-금: 11:30 - 22:00 토-일: 12:00 - 22:00,3.7,16,https://mp-seoul-image-production-s3.mangoplate.com/343903/1171911_1594181929272_9825,"메뉴마거릿, 바디트,익선, 바첼러, 카카스"
382,정가네지짐이,,서울시 성북구 정릉동 106-3,02-942-3694,한정식 / 백반 / 정통 한식,업데이트 준비중입니다.,"16,000원","모듬전:16,000원//",업데이트 준비중입니다.,3.7,4,https://mp-seoul-image-production-s3.mangoplate.com/302708_1592220087609144.jpg,"아리랑, 16번지, 앨리, 형제자매"
383,애정훠궈,,서울시 성북구 동선동1가 3-3 2F,010-8280-0868,기타 중식,애정훠궈무한리필,"16,800원","애정훠궈무한리필:16,800원//",12:00 - 24:00,3.9,11,https://mp-seoul-image-production-s3.mangoplate.com/335424/90579_1517390268618_279408,"코지, 마라, 홍탕, 산궈, 무한"
384,루블랑,,서울시 마포구 서교동 342-2,070-8849-2040,프랑스 음식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:30 - 22:00,4.3,51,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/332941_1490681127879089.jpg,"프랑스, 벨리, 점심, 스테이크, 소비드"
385,소이연남마오,,서울시 강남구 신사동 665-9,02-545-5130,태국 음식,소고기국수,9500,"소고기국수:9,500원//똠양누들:12,000원//소이뽀삐아:13,000원//쏨땀:12,000원//얌운센:12,000원/",11:30 - 02:00,4.7,38,https://mp-seoul-image-production-s3.mangoplate.com/722502_1599345701579672.jpg,"타이,소이,연,마오,와인"
386,덕써니,,서울시 성북구 석관동 300-7,02-966-7518,기타 한식,업데이트 준비중입니다.,"3,500원","김밥:3,500원//치즈김밥:3,500원//매콤오뎅김밥:3,500원//참치김밥:3,500원//떡갈비김밥:4,000원//",업데이트 준비중입니다.,3.9,7,https://mp-seoul-image-production-s3.mangoplate.com/404056/1000578_1591614318827_32087,"동네, 라즈베리, 나이프, 덤플링, 치즈"
387,빠넬로,,서울시 마포구 서교동 400-22 건우상가주택,02-322-0920,이탈리안,마르게리따따,19000,"마르게리따따:19,000원//콰트로 포르마지:23,000원//빠넬로 포카챠:24,000원//감베리 파스타:20,000원//아라비아따 파스타:17,000원/",월-금: 18:00 - 23:00 토: 12:00 - 22:00 일:12:00 - 21:00,4.3,120,https://mp-seoul-image-production-s3.mangoplate.com/52544_1504227544936590.jpg,"피자, 파스타, 파넬로, 카보나라, 맛있는"
388,연어롭다,,서울시 마포구 연남동 382-19,02-324-8300,회 / 스시,생연어모듬,"33,000원","생연어모듬:33,000원//생연어사시미:23,000원//생연어타다끼:18,000원//생연어와 크림치즈롤:15,000원//연어샐러드:18,000원//",11:00 - 02:00,4.2,100,https://mp-seoul-image-production-s3.mangoplate.com/349612/796384_1598968184537_33624,"연어, 파스타, 사시미, 스시, 맛있는"
389,효도치킨,,서울시 강남구 논현동 105-4 한진로즈힐아파트 상가 101동 120호,02-518-0628,닭 / 오리 요리,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,18:00 - 24:00,4.7,38,https://mp-seoul-image-production-s3.mangoplate.com/1762253_1596983211568500.jpg,"멸치, 치킨, 수요일, amp, 효도"
390,정돈 프리미엄,,서울시 강남구 신사동 519-4,02-549-0924,까스 요리,로스,18000,"로스:18,000원//히레:19,000원//로스+히레:22,000원//상 로스:24,000원//에비후라이+로스:28,000원/",11:30 - 22:00,4.4,204,https://mp-seoul-image-production-s3.mangoplate.com/5821_1524064410926311.jpg,"프리미엄, 커틀릿, 포크, 하이어, 커틀릿"
391,커피스토어,,서울시 성북구 안암동3가 110-24,"
카페 / 디저트
",업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,3.6,7,https://mp-seoul-image-production-s3.mangoplate.com/1196761_1580619549328096.jpg,"커피, 디자인, 강, 개, 카페"
392,와인웍스,,서울시 강남구 압구정동 429 현대백화점압구정본점 B1,02-549-2233,칵테일 / 와인,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,10:30 - 22:00,4.4,9,https://mp-seoul-image-production-s3.mangoplate.com/1427_1596708488854327.jpg,"와인, 부서,현다이, 와인, 바이"
393,다로베,,서울시 강남구 논현동 94-9 1F,02-3445-3666,이탈리안,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:00 - 22:00,4.7,38,https://mp-seoul-image-production-s3.mangoplate.com/400042/26737_1598359162243_13389,"피자, 스냅, 다로브, 타로브, 비스마르크"
394,세상끝의라멘,,서울시 마포구 서교동 391-18 와와빌딩 2동 2F,02-336-1361,라멘 / 소바 / 우동,첫라멘 R,"7,500원","첫라멘 R:7,500원//끝라멘 L:10,500원//",15:00 - 17:00,4.1,101,https://mp-seoul-image-production-s3.mangoplate.com/347577/472520_1599388365510_35086,"라면, 엔드, 치킨, 스마일, 라멘"
395,히메시야,,서울시 마포구 상수동 313-1,070-8245-4562,회 / 스시,믹스카츠동,8000,"믹스카츠동:8,000원//카츠가라아게동:8,000원//연어뱃살덮밥:11,500원//히라메사케동:11,500원//에비 카레:7,000원/",11:30 - 21:30,4.1,228,https://mp-seoul-image-production-s3.mangoplate.com/102366_1436455672946,"연어, 사케, 사케동, 벨리, 동"
396,체다앤올리,,서울시 성동구 성수동1가 685-696,02-468-1003,카페 / 디저트,죠리퐁라떼,"7,000원","죠리퐁라떼:7,000원//칠리쉬림프샌드위치:13,500원//연어아보카도 샐러드:13,500원//그릴가지토마토 파니니:13,000원//맥앤치즈베이컨 파니니:13,000원//",월-금: 10:00 - 21:00 토-일: 09:00 - 22:00,3.7,27,https://mp-seoul-image-production-s3.mangoplate.com/284474/756684_1491450390228_6659,"샐러드, 파니니, 맛있고 딸기, 테라스"
397,조씨네고기국수,,서울시 성동구 행당동 158-16 1F,02-2299-0423,국수 / 면 요리,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:20 - 20:30,4,16,https://mp-seoul-image-production-s3.mangoplate.com/822913_1512630663361031.jpg,"국수, 고기, 홍국수, 누들, 굿"
398,패티앤베지스,,서울시 강남구 신사동 525-2 1F,02-541-3443,브런치 / 버거 / 샌드위치,클래식 버거(비프 or 치킨 패티),"8,900원","클래식 버거(비프 or 치킨 패티):8,900원//베이컨치즈 버거(비프 or 치킨 패티):11,400원//머쉬룸치즈 버거(비프 or 치킨 패티):11,900원//그린살사 버거(비프 or 치킨 패티):12,900원//시금치페스토 버거(비프 or 치킨 패티):12,900원//",매일 11:30 - 22:00,4.3,20,https://mp-seoul-image-production-s3.mangoplate.com/664762_1598971851049705.jpg,"패티, 버거, 딥, 치즈, 디프"
399,positive zero LOUNGE,,서울시 성동구 성수동1가 16-26 B1,02-462-5994,칵테일 / 와인,Whiskey,업데이트 준비중입니다.,"Whiskey:변동//Wine:변동//Fried Olive & Brie:8,000원//Pollo Ragu Pasta:16,000원//Iberico Steak:27,000원//",18:00 - 02:00,4.2,16,https://mp-seoul-image-production-s3.mangoplate.com/878501_1513700202569588.jpg,"재즈, 퍼포먼스, 퍼포먼스, 굿, 성수"
400,경천애인 2237,,서울시 강남구 삼성동 142-46,02-553-2237,고기 요리,경애스페셜 (150g),45500,"경애스페셜 (150g):45,500원//꽃등심 (150g):46,500원//소갈비살 (120g):47,500원//특안심 (150g):49,500원//스페셜육회 (130g):29,400원/",월: 17:00 - 22:00 화-일: 11:30 - 22:00,4.3,143,https://mp-seoul-image-production-s3.mangoplate.com/94653_1536584687116817.jpg,"경천, 고기, 한우, 연인, 구운"
401,빈브라더스,,서울시 마포구 합정동 368-3,02-6012-2001,카페 / 디저트,아메리카노,6000,"아메리카노:6,000원//핸드드립:6,000원//롱블랙:6,000원//콜드브루:6,000원//플렛화이트:6,000원/",11:00 - 23:00,4.2,93,https://mp-seoul-image-production-s3.mangoplate.com/47875_1497253669735560.jpg,"커피, 콩, 형제, 라떼, 굿"
402,bowl deli and eatery,,서울시 성북구 성북동1가 103 1F,02-742-5232,이탈리안,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,화-토: 11:00 - 21:00 일: 11:00 - 15:00,3.3,9,https://mp-seoul-image-production-s3.mangoplate.com/480234_1518426193323671.jpg,"라비올리, 컨셉, 인스타, 바게트, 코스"
403,큐뮬러스,,서울시 성동구 성수동1가 275-5 1F,02-465-7587,브런치 / 버거 / 샌드위치,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,수: 12:00 - 17:00 목-일: 10:00 - 17:00,4.3,25,https://mp-seoul-image-production-s3.mangoplate.com/572525_1587780141987262.jpg,"샌드위치, 구운, 누적, 쇠고기, 샌드위치"
404,길버트버거앤프라이즈,,서울시 강남구 신사동 545-3 B1,02-546-5453,브런치 / 버거 / 샌드위치,길버트버거 (140g),11000,"길버트버거 (140g):11,000원//미스터프레지던트 (140g):10,500원//길맥버거 (140g):10,000원//프렌치프라이즈:7,000원//칠리치즈프라이즈:12,000원/",11:30 - 22:00,4.3,283,https://mp-seoul-image-production-s3.mangoplate.com/185711/191512_1472978420777_32608,"버거, 길버트, 대통령, 가정용"
405,퍼주에,,서울시 성동구 금호동4가 1190,"
베트남 음식
",업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,3.8,7,https://mp-seoul-image-production-s3.mangoplate.com/384101/116586_1599977421067_60156,"본자, 비에트나메세, 라이스, 누들, 게으름"
406,모퉁이우,,서울시 강남구 청담동 89,"
고기 요리
",업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,4.4,9,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/27907_1487505787771210.jpg,"고기, 방, 코너, 사진, 방향"
407,밥짓고티우림,,서울시 성북구 동소문동1가 45-1,02-6349-4999,한정식 / 백반 / 정통 한식,보쌈 한 상 (1인 한상),"12,000원","보쌈 한 상 (1인 한상):12,000원//티우림 정식(점심):18,000원//연잎밥과 장아찌 (1인 한상):12,000원//티우림 정식(저녁):20,000원//꿈 정식:28,000원//",12:00 - 22:00,3.6,10,https://mp-seoul-image-production-s3.mangoplate.com/853808_1509286879906970.jpg,"의식, 오이스터, 보삼, 레스토랑, 복삼"
408,구포국수,,서울시 성북구 성북동 170-41,02-744-0215,국수 / 면 요리,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:00 - 01:00,3.6,11,https://mp-seoul-image-production-s3.mangoplate.com/96662/ctwmferbyxt2d-.jpg,"막걸리, 멸치, 누들, 구포, 멈추었다."
409,쭈불쭈불,,서울시 성북구 안암동5가 12-69,070-7563-9150,고기 요리,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,10:30 - 21:00,3.8,20,https://mp-seoul-image-production-s3.mangoplate.com/334743/862732_1506610653371_29028,"불고기, 라이스, 쿠쿠미, 프라이드, 소이"
410,코스모왕양꼬치,,서울시 강남구 논현동 182 2F,02-511-8909,기타 중식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,4.3,10,https://mp-seoul-image-production-s3.mangoplate.com/610330_1597916123966169.jpg,"꼬치, 코스모, 광양, 연, 우주"
411,로만테이,,서울시 강남구 신사동 656 신우빌딩,070-7722-7308,이자카야 / 오뎅 / 꼬치,편마늘과 함께 먹는 가쓰오 타다키,"32,000원","편마늘과 함께 먹는 가쓰오 타다키:32,000원//새우비스크를 곁들인 금태 숯불구이:45,000원//문에테린을 곁들인 고수 샐러드:25,000원//먹장어 짚불구이:38,000원//",18:00 - 24:00,4.3,21,https://mp-seoul-image-production-s3.mangoplate.com/1427_1503321811708075.jpg,"토사, 로만테이, 낭만, 이자카야, 문어"
412,카페코튼,,서울시 성동구 성수동2가 279-39,"
카페 / 디저트
","카페,디저트",에스프레소,"4,000원","에스프레소:4,000원//아메리카노:4,500원//카페라떼:5,000원//코튼바닐라:6,000원//코튼모카:6,000원//",매일 11:00 - 21:00,3.9,8,https://mp-seoul-image-production-s3.mangoplate.com/401626/26737_1600004600508_12878,장우진 마들렌 아메리카노데서트
413,오츠에스프레소,,서울시 마포구 상수동 328-2,070-7806-5542,카페 / 디저트,아인슈페너,"4,500원","아인슈페너:4,500원//오츠라떼:4,500원//더치:4,000원//오츠 아메리카노:4,000원//에스프레소:4,000원//",평일 10:00 - 20:00,4.2,12,https://mp-seoul-image-production-s3.mangoplate.com/59540_1598798990710619.jpg,"커피, 오츠, 카페, 물, 마탕구리"
414,SOOT,,서울시 강남구 신사동 561-35,02-6401-0306,퓨전 양식,닭고기 구이,22000,"닭고기 구이:22,000원//삼치구이와 미소 버터 보리:28,000원//플랫아이언 스테이크:34,000원//이베리코 프레사 구이:45,000원//컬리플라워:15,000원/",17:00 - 23:00,4.7,51,https://mp-seoul-image-production-s3.mangoplate.com/32408_1565880528963510.jpg,"그을음, 채집, 석탄, 홀릭, 레인보우"
415,태양커피,,서울시 마포구 서교동 358-106,02-332-8183,카페 / 디저트,아인슈페너,"4,000원","아인슈페너:4,000원//롱블랙:3,500원//카페라떼:4,000원//시나몬드라이카푸치노:4,500원//바닐라라떼:4,000원//",12:00 - 21:00,4.5,31,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/384431/1146217_1599471789730,"커피, 크림, 선, 홍대, 브루"
416,더홈서울,,서울시 성북구 삼선동5가 357,010-2745-9372,카페 / 디저트,핸드드립커피,"5,500~6,000원","핸드드립커피:5,500~6,000원//라떼:6,000원//아인슈페너:7,000원//코코카푸치노:7,000원//더 홈 카푸치노:7,000원//",11:00 - 22:00,3.9,11,https://mp-seoul-image-production-s3.mangoplate.com/144805_1504496437668611.jpg,"한옥, 봉봉, 청포도, 국화, 카페"
417,아뜰리에에마미,,서울시 성북구 동선동3가 1,02-923-7212,카페 / 디저트,수제타르트,"5,900원","수제타르트:5,900원//팥빙수:8,500원//아메리카노:4,000원//트리플치즈 샌드위치:8,800원//마미의 시골풍 샌드위치:8,800원//",12:00 - 22:30,3.7,16,https://mp-seoul-image-production-s3.mangoplate.com/96374/reviews/943fd820770b.jpg,"초콜릿, 민트, 타트, 케이크, 타트"
418,카페앤아더,,서울시 성동구 성수동1가 668-104,070-8777-9724,카페 / 디저트,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,10:30 - 22:30,3.8,29,https://mp-seoul-image-production-s3.mangoplate.com/21015_1500819513158144.jpg,"카페, 풀, 아서, 수영, 라테스"
419,제순식당,,서울시 성북구 동선동1가 85-59,02-927-2007,한정식 / 백반 / 정통 한식,오제볶음,7000,"오제볶음:7,000원//간장오불:7,000원//직화제육볶음:6,000원//직화오징어볶음:7,000원//순두부찌개:5,000원/",10:00 - 21:30,3.9,89,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/444931_1460215984590094.jpg,"스튜, 미소, 고기, 두부, 불고기"
420,호호세세,,서울시 성동구 성수동1가 685-580,02-469-5533,퓨전 양식,명란 크림 파스타,"20,000원","명란 크림 파스타:20,000원//프라임 살치살 스테이크 (150g):35,000원//(평일 브런치) 치즈마니 토스트:12,000원//(평일 브런치) 샥슈카:13,000원//(평일 브런치) 판제로티:15,000원//",월-토: 11:00 - 01:00 일: 11:00 - 23:00,3.9,10,https://mp-seoul-image-production-s3.mangoplate.com/64420_1596170967748148.jpg,"파스타, 청양, 차, 우유, 굿"
421,부부 드 꼼뜨와,,서울시 마포구 동교동 197-25 신한빌딩 1F,02-6204-7697,프랑스 음식,연어타르타르,"20,000원","연어타르타르:20,000원//부부닭:25,000원//라구:25,000원//",월-금: 11:30 - 23:00 토-일: 14:00 - 23:00,4.4,44,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/700778_1486731021653631.jpg,"프랑스, 와인, 음식, 좋은, 맛"
422,토라식당,,서울시 성동구 성수동1가 14-47,02-6012-7690,정통 일식 / 일반 일식,명품오므라이스,"7,500원","명품오므라이스:7,500원//흑돼지돈까스:8,000원//후토마끼:10,000원//고로케명품오므라이스:8,500원//카츠나베:9,000원//",월-금: 11:30 - 24:00 토: 12:00 - 22:00,4.1,29,https://mp-seoul-image-production-s3.mangoplate.com/1179551_1599193095432763.jpg,"오믈렛, 포크, 커틀렛, 오마이스, 고로크"
423,버블티킹,,서울시 성북구 안암동5가 146-4,02-929-1998,카페 / 디저트,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,10:00 - 22:00,3.9,16,https://mp-seoul-image-production-s3.mangoplate.com/41304/53458_1472754694599_26488,"거품, 차, 요거트, 과일, 우유"
424,동차밥,,서울시 마포구 연남동 390-78 3F,02-333-1066,정통 일식 / 일반 일식,동차밥돈가스,9000,"동차밥돈가스:9,000원//함박스테이크:13,000원//새우마요:9,000원//게살크림고로케:5,500원//생연어덮밥:12,000원/",11:30 - 20:30,4.2,42,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/8184_1450783829018.jpg,"연어, 돼지고기, 양배추, 커틀릿, 케이크"
425,모터시티,,서울시 강남구 역삼동 736-1 아크플레이스 어반스코트 B1,02-2051-8877,기타 양식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,월-금: 11:00 - 22:00 토-일: 11:00 - 21:30,4.3,87,https://mp-seoul-image-production-s3.mangoplate.com/359409/lrpyjhyilqkp4u.jpg,"모터, 피자, 최고, 잭슨, 시티"
426,바다회사랑,,서울시 마포구 서교동 461-25,02-325-6565,해산물 요리,광어(소),"33,000원","광어(소):33,000원//광어(중):45,000원//광어(대):55,000원//우럭(중):40,000원//우럭(대):55,000원//",월-토: 14:30 - 01:00 일: 14:30 - 23:00,4.4,47,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/227208/12258_1599487386706,"방어, 바다, 겨울, 방어, 회사"
427,청수장,,서울시 성북구 정릉동 416-27,02-913-6176,고기 요리,청수 돼지갈비 (250g),"15,000원","청수 돼지갈비 (250g):15,000원//청수국밥:8,000원//청수 물냉면:9,000원//청수 비빔냉면:9,000원//청수 회냉면:10,000원//",11:00 - 22:00,3.9,9,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/542906_1483440664455012.jpg,"립스, 포크, 정릉, 양념, 리브"
428,태조감자국,,서울시 성북구 동선동1가 49 세학빌딩,02-921-7667,탕 / 찌개 / 전골,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,4,28,https://mp-seoul-image-production-s3.mangoplate.com/321864/468284_1494914459066_9695,"감자, 역사, 수프, 성신, 새로워"
